id,sector,year
668,Vegetables_foodstuff_and_wood,2008
668,Vegetables_foodstuff_and_wood,2007
668,Vegetables_foodstuff_and_wood,2006
668,Vegetables_foodstuff_and_wood,2005
668,Vegetables_foodstuff_and_wood,2004
668,Vegetables_foodstuff_and_wood,2003
668,Vegetables_foodstuff_and_wood,2002
668,Vegetables_foodstuff_and_wood,2001
668,Vegetables_foodstuff_and_wood,2000
668,Vegetables_foodstuff_and_wood,1999
668,Vegetables_foodstuff_and_wood,1998
668,Vegetables_foodstuff_and_wood,1997
668,Vegetables_foodstuff_and_wood,1996
668,Vegetables_foodstuff_and_wood,1995
669,Vegetables_foodstuff_and_wood,2016
669,Vegetables_foodstuff_and_wood,2015
669,Vegetables_foodstuff_and_wood,2014
669,Vegetables_foodstuff_and_wood,2013
669,Vegetables_foodstuff_and_wood,2012
669,Vegetables_foodstuff_and_wood,2011
669,Vegetables_foodstuff_and_wood,2010
669,Vegetables_foodstuff_and_wood,2009
669,Vegetables_foodstuff_and_wood,2008
669,Vegetables_foodstuff_and_wood,2007
669,Vegetables_foodstuff_and_wood,2006
669,Vegetables_foodstuff_and_wood,2005
669,Vegetables_foodstuff_and_wood,2004
669,Vegetables_foodstuff_and_wood,2003
669,Vegetables_foodstuff_and_wood,2002
669,Vegetables_foodstuff_and_wood,2001
669,Vegetables_foodstuff_and_wood,2000
669,Vegetables_foodstuff_and_wood,1998
669,Vegetables_foodstuff_and_wood,1997
669,Vegetables_foodstuff_and_wood,1996
669,Vegetables_foodstuff_and_wood,1995
670,Vegetables_foodstuff_and_wood,2016
670,Vegetables_foodstuff_and_wood,2015
670,Vegetables_foodstuff_and_wood,2014
670,Vegetables_foodstuff_and_wood,2013
670,Vegetables_foodstuff_and_wood,2012
670,Vegetables_foodstuff_and_wood,2011
670,Vegetables_foodstuff_and_wood,2010
670,Vegetables_foodstuff_and_wood,2009
670,Vegetables_foodstuff_and_wood,2008
670,Vegetables_foodstuff_and_wood,2007
670,Vegetables_foodstuff_and_wood,2006
670,Vegetables_foodstuff_and_wood,2005
670,Vegetables_foodstuff_and_wood,2004
670,Vegetables_foodstuff_and_wood,2003
670,Vegetables_foodstuff_and_wood,2002
670,Vegetables_foodstuff_and_wood,2001
670,Vegetables_foodstuff_and_wood,2000
670,Vegetables_foodstuff_and_wood,1999
670,Vegetables_foodstuff_and_wood,1998
670,Vegetables_foodstuff_and_wood,1997
670,Vegetables_foodstuff_and_wood,1996
670,Vegetables_foodstuff_and_wood,1995
671,Vegetables_foodstuff_and_wood,2016
671,Vegetables_foodstuff_and_wood,2015
671,Vegetables_foodstuff_and_wood,2014
671,Vegetables_foodstuff_and_wood,2013
671,Vegetables_foodstuff_and_wood,2012
671,Vegetables_foodstuff_and_wood,2011
671,Vegetables_foodstuff_and_wood,2010
671,Vegetables_foodstuff_and_wood,2009
671,Vegetables_foodstuff_and_wood,2008
671,Vegetables_foodstuff_and_wood,2007
671,Vegetables_foodstuff_and_wood,2006
671,Vegetables_foodstuff_and_wood,2005
671,Vegetables_foodstuff_and_wood,2004
671,Vegetables_foodstuff_and_wood,2003
671,Vegetables_foodstuff_and_wood,2002
671,Vegetables_foodstuff_and_wood,2001
671,Vegetables_foodstuff_and_wood,2000
671,Vegetables_foodstuff_and_wood,1999
671,Vegetables_foodstuff_and_wood,1998
671,Vegetables_foodstuff_and_wood,1997
671,Vegetables_foodstuff_and_wood,1996
671,Vegetables_foodstuff_and_wood,1995
672,Vegetables_foodstuff_and_wood,2016
672,Vegetables_foodstuff_and_wood,2015
672,Vegetables_foodstuff_and_wood,2014
672,Vegetables_foodstuff_and_wood,2013
672,Vegetables_foodstuff_and_wood,2012
672,Vegetables_foodstuff_and_wood,2011
672,Vegetables_foodstuff_and_wood,2010
672,Vegetables_foodstuff_and_wood,2009
672,Vegetables_foodstuff_and_wood,2008
672,Vegetables_foodstuff_and_wood,2007
672,Vegetables_foodstuff_and_wood,2006
672,Vegetables_foodstuff_and_wood,2005
672,Vegetables_foodstuff_and_wood,2004
679,Vegetables_foodstuff_and_wood,2001
682,Vegetables_foodstuff_and_wood,2016
682,Vegetables_foodstuff_and_wood,2015
682,Vegetables_foodstuff_and_wood,2014
682,Vegetables_foodstuff_and_wood,2013
682,Vegetables_foodstuff_and_wood,2012
682,Vegetables_foodstuff_and_wood,2011
682,Vegetables_foodstuff_and_wood,2010
682,Vegetables_foodstuff_and_wood,2009
682,Vegetables_foodstuff_and_wood,2008
682,Vegetables_foodstuff_and_wood,2007
682,Vegetables_foodstuff_and_wood,2006
682,Vegetables_foodstuff_and_wood,2005
682,Vegetables_foodstuff_and_wood,2004
682,Vegetables_foodstuff_and_wood,2003
682,Vegetables_foodstuff_and_wood,2002
682,Vegetables_foodstuff_and_wood,2001
682,Vegetables_foodstuff_and_wood,2000
682,Vegetables_foodstuff_and_wood,1999
682,Vegetables_foodstuff_and_wood,1998
682,Vegetables_foodstuff_and_wood,1997
682,Vegetables_foodstuff_and_wood,1996
682,Vegetables_foodstuff_and_wood,1995
683,Vegetables_foodstuff_and_wood,2005
683,Vegetables_foodstuff_and_wood,2002
683,Vegetables_foodstuff_and_wood,2001
683,Vegetables_foodstuff_and_wood,2000
683,Vegetables_foodstuff_and_wood,1998
683,Vegetables_foodstuff_and_wood,1997
683,Vegetables_foodstuff_and_wood,1996
683,Vegetables_foodstuff_and_wood,1995
685,Vegetables_foodstuff_and_wood,2009
685,Vegetables_foodstuff_and_wood,2008
685,Vegetables_foodstuff_and_wood,2007
689,Vegetables_foodstuff_and_wood,2006
689,Vegetables_foodstuff_and_wood,2005
689,Vegetables_foodstuff_and_wood,2004
690,Vegetables_foodstuff_and_wood,2016
690,Vegetables_foodstuff_and_wood,2015
690,Vegetables_foodstuff_and_wood,2014
690,Vegetables_foodstuff_and_wood,2013
690,Vegetables_foodstuff_and_wood,2012
690,Vegetables_foodstuff_and_wood,2011
690,Vegetables_foodstuff_and_wood,2010
690,Vegetables_foodstuff_and_wood,2009
690,Vegetables_foodstuff_and_wood,2008
690,Vegetables_foodstuff_and_wood,2007
690,Vegetables_foodstuff_and_wood,2006
690,Vegetables_foodstuff_and_wood,2005
690,Vegetables_foodstuff_and_wood,2004
690,Vegetables_foodstuff_and_wood,2003
690,Vegetables_foodstuff_and_wood,2002
690,Vegetables_foodstuff_and_wood,2001
690,Vegetables_foodstuff_and_wood,2000
690,Vegetables_foodstuff_and_wood,1999
690,Vegetables_foodstuff_and_wood,1998
690,Vegetables_foodstuff_and_wood,1997
690,Vegetables_foodstuff_and_wood,1996
690,Vegetables_foodstuff_and_wood,1995
692,Vegetables_foodstuff_and_wood,2016
692,Vegetables_foodstuff_and_wood,2015
692,Vegetables_foodstuff_and_wood,2014
692,Vegetables_foodstuff_and_wood,2013
693,Vegetables_foodstuff_and_wood,2004
693,Vegetables_foodstuff_and_wood,2003
711,Vegetables_foodstuff_and_wood,2014
711,Vegetables_foodstuff_and_wood,2013
711,Vegetables_foodstuff_and_wood,2011
711,Vegetables_foodstuff_and_wood,2010
711,Vegetables_foodstuff_and_wood,2009
711,Vegetables_foodstuff_and_wood,2008
711,Vegetables_foodstuff_and_wood,2007
711,Vegetables_foodstuff_and_wood,2006
711,Vegetables_foodstuff_and_wood,2005
711,Vegetables_foodstuff_and_wood,2004
711,Vegetables_foodstuff_and_wood,2003
711,Vegetables_foodstuff_and_wood,2002
711,Vegetables_foodstuff_and_wood,2001
711,Vegetables_foodstuff_and_wood,2000
711,Vegetables_foodstuff_and_wood,1999
711,Vegetables_foodstuff_and_wood,1998
711,Vegetables_foodstuff_and_wood,1997
711,Vegetables_foodstuff_and_wood,1996
711,Vegetables_foodstuff_and_wood,1995
712,Vegetables_foodstuff_and_wood,2016
712,Vegetables_foodstuff_and_wood,2015
712,Vegetables_foodstuff_and_wood,2014
712,Vegetables_foodstuff_and_wood,2013
712,Vegetables_foodstuff_and_wood,2012
712,Vegetables_foodstuff_and_wood,2011
712,Vegetables_foodstuff_and_wood,2010
712,Vegetables_foodstuff_and_wood,2009
712,Vegetables_foodstuff_and_wood,2008
712,Vegetables_foodstuff_and_wood,2007
712,Vegetables_foodstuff_and_wood,2006
712,Vegetables_foodstuff_and_wood,2005
712,Vegetables_foodstuff_and_wood,2004
712,Vegetables_foodstuff_and_wood,2003
712,Vegetables_foodstuff_and_wood,2002
712,Vegetables_foodstuff_and_wood,2001
712,Vegetables_foodstuff_and_wood,2000
712,Vegetables_foodstuff_and_wood,1999
712,Vegetables_foodstuff_and_wood,1998
712,Vegetables_foodstuff_and_wood,1997
712,Vegetables_foodstuff_and_wood,1996
712,Vegetables_foodstuff_and_wood,1995
713,Vegetables_foodstuff_and_wood,2016
713,Vegetables_foodstuff_and_wood,2015
713,Vegetables_foodstuff_and_wood,2014
713,Vegetables_foodstuff_and_wood,2008
713,Vegetables_foodstuff_and_wood,2007
713,Vegetables_foodstuff_and_wood,2000
713,Vegetables_foodstuff_and_wood,1999
726,Vegetables_foodstuff_and_wood,2016
726,Vegetables_foodstuff_and_wood,2015
726,Vegetables_foodstuff_and_wood,2014
726,Vegetables_foodstuff_and_wood,2013
726,Vegetables_foodstuff_and_wood,2012
726,Vegetables_foodstuff_and_wood,2011
726,Vegetables_foodstuff_and_wood,2010
726,Vegetables_foodstuff_and_wood,2009
726,Vegetables_foodstuff_and_wood,2008
726,Vegetables_foodstuff_and_wood,2007
726,Vegetables_foodstuff_and_wood,2006
726,Vegetables_foodstuff_and_wood,2005
726,Vegetables_foodstuff_and_wood,2004
726,Vegetables_foodstuff_and_wood,2003
726,Vegetables_foodstuff_and_wood,2002
726,Vegetables_foodstuff_and_wood,2001
726,Vegetables_foodstuff_and_wood,2000
726,Vegetables_foodstuff_and_wood,1999
726,Vegetables_foodstuff_and_wood,1998
726,Vegetables_foodstuff_and_wood,1997
726,Vegetables_foodstuff_and_wood,1996
726,Vegetables_foodstuff_and_wood,1995
727,Vegetables_foodstuff_and_wood,2016
727,Vegetables_foodstuff_and_wood,2015
727,Vegetables_foodstuff_and_wood,2014
727,Vegetables_foodstuff_and_wood,2013
727,Vegetables_foodstuff_and_wood,2012
727,Vegetables_foodstuff_and_wood,2011
727,Vegetables_foodstuff_and_wood,2010
727,Vegetables_foodstuff_and_wood,2009
727,Vegetables_foodstuff_and_wood,2008
727,Vegetables_foodstuff_and_wood,2007
727,Vegetables_foodstuff_and_wood,2006
727,Vegetables_foodstuff_and_wood,2005
727,Vegetables_foodstuff_and_wood,2004
727,Vegetables_foodstuff_and_wood,2003
727,Vegetables_foodstuff_and_wood,2002
727,Vegetables_foodstuff_and_wood,2001
727,Vegetables_foodstuff_and_wood,2000
727,Vegetables_foodstuff_and_wood,1999
727,Vegetables_foodstuff_and_wood,1998
727,Vegetables_foodstuff_and_wood,1997
727,Vegetables_foodstuff_and_wood,1996
727,Vegetables_foodstuff_and_wood,1995
728,Vegetables_foodstuff_and_wood,2005
728,Vegetables_foodstuff_and_wood,2004
728,Vegetables_foodstuff_and_wood,2003
728,Vegetables_foodstuff_and_wood,2002
728,Vegetables_foodstuff_and_wood,2001
729,Vegetables_foodstuff_and_wood,2016
729,Vegetables_foodstuff_and_wood,2015
729,Vegetables_foodstuff_and_wood,2014
729,Vegetables_foodstuff_and_wood,2013
729,Vegetables_foodstuff_and_wood,2012
729,Vegetables_foodstuff_and_wood,2011
729,Vegetables_foodstuff_and_wood,2010
729,Vegetables_foodstuff_and_wood,2009
729,Vegetables_foodstuff_and_wood,2008
729,Vegetables_foodstuff_and_wood,2007
729,Vegetables_foodstuff_and_wood,2006
729,Vegetables_foodstuff_and_wood,2005
729,Vegetables_foodstuff_and_wood,2004
729,Vegetables_foodstuff_and_wood,2003
729,Vegetables_foodstuff_and_wood,2002
729,Vegetables_foodstuff_and_wood,2001
729,Vegetables_foodstuff_and_wood,2000
729,Vegetables_foodstuff_and_wood,1999
729,Vegetables_foodstuff_and_wood,1998
729,Vegetables_foodstuff_and_wood,1997
729,Vegetables_foodstuff_and_wood,1996
729,Vegetables_foodstuff_and_wood,1995
730,Vegetables_foodstuff_and_wood,2016
730,Vegetables_foodstuff_and_wood,2015
730,Vegetables_foodstuff_and_wood,2014
730,Vegetables_foodstuff_and_wood,2013
730,Vegetables_foodstuff_and_wood,2012
730,Vegetables_foodstuff_and_wood,2011
730,Vegetables_foodstuff_and_wood,2010
730,Vegetables_foodstuff_and_wood,2009
730,Vegetables_foodstuff_and_wood,2008
730,Vegetables_foodstuff_and_wood,2007
730,Vegetables_foodstuff_and_wood,2006
730,Vegetables_foodstuff_and_wood,2005
730,Vegetables_foodstuff_and_wood,2004
730,Vegetables_foodstuff_and_wood,2003
730,Vegetables_foodstuff_and_wood,2002
730,Vegetables_foodstuff_and_wood,2001
730,Vegetables_foodstuff_and_wood,2000
730,Vegetables_foodstuff_and_wood,1999
730,Vegetables_foodstuff_and_wood,1998
730,Vegetables_foodstuff_and_wood,1997
730,Vegetables_foodstuff_and_wood,1996
730,Vegetables_foodstuff_and_wood,1995
731,Vegetables_foodstuff_and_wood,2016
731,Vegetables_foodstuff_and_wood,2015
731,Vegetables_foodstuff_and_wood,2014
731,Vegetables_foodstuff_and_wood,2013
731,Vegetables_foodstuff_and_wood,2012
731,Vegetables_foodstuff_and_wood,2011
731,Vegetables_foodstuff_and_wood,2010
731,Vegetables_foodstuff_and_wood,2009
731,Vegetables_foodstuff_and_wood,2008
731,Vegetables_foodstuff_and_wood,2007
731,Vegetables_foodstuff_and_wood,2006
731,Vegetables_foodstuff_and_wood,2005
731,Vegetables_foodstuff_and_wood,2004
731,Vegetables_foodstuff_and_wood,2003
731,Vegetables_foodstuff_and_wood,2002
731,Vegetables_foodstuff_and_wood,2001
731,Vegetables_foodstuff_and_wood,2000
731,Vegetables_foodstuff_and_wood,1999
731,Vegetables_foodstuff_and_wood,1998
731,Vegetables_foodstuff_and_wood,1997
731,Vegetables_foodstuff_and_wood,1996
731,Vegetables_foodstuff_and_wood,1995
732,Vegetables_foodstuff_and_wood,2016
732,Vegetables_foodstuff_and_wood,2015
732,Vegetables_foodstuff_and_wood,2014
732,Vegetables_foodstuff_and_wood,2013
732,Vegetables_foodstuff_and_wood,2012
732,Vegetables_foodstuff_and_wood,2011
732,Vegetables_foodstuff_and_wood,2010
732,Vegetables_foodstuff_and_wood,2009
732,Vegetables_foodstuff_and_wood,2008
732,Vegetables_foodstuff_and_wood,2007
732,Vegetables_foodstuff_and_wood,2006
732,Vegetables_foodstuff_and_wood,2005
732,Vegetables_foodstuff_and_wood,2004
732,Vegetables_foodstuff_and_wood,2003
732,Vegetables_foodstuff_and_wood,2002
732,Vegetables_foodstuff_and_wood,2001
732,Vegetables_foodstuff_and_wood,2000
732,Vegetables_foodstuff_and_wood,1999
732,Vegetables_foodstuff_and_wood,1998
732,Vegetables_foodstuff_and_wood,1997
733,Vegetables_foodstuff_and_wood,2016
733,Vegetables_foodstuff_and_wood,2015
733,Vegetables_foodstuff_and_wood,2014
733,Vegetables_foodstuff_and_wood,2013
733,Vegetables_foodstuff_and_wood,2012
733,Vegetables_foodstuff_and_wood,2011
733,Vegetables_foodstuff_and_wood,2010
733,Vegetables_foodstuff_and_wood,2009
733,Vegetables_foodstuff_and_wood,2008
733,Vegetables_foodstuff_and_wood,2007
733,Vegetables_foodstuff_and_wood,2006
733,Vegetables_foodstuff_and_wood,2005
733,Vegetables_foodstuff_and_wood,2004
733,Vegetables_foodstuff_and_wood,2003
733,Vegetables_foodstuff_and_wood,2002
733,Vegetables_foodstuff_and_wood,2001
733,Vegetables_foodstuff_and_wood,2000
733,Vegetables_foodstuff_and_wood,1999
733,Vegetables_foodstuff_and_wood,1998
733,Vegetables_foodstuff_and_wood,1997
733,Vegetables_foodstuff_and_wood,1996
733,Vegetables_foodstuff_and_wood,1995
735,Vegetables_foodstuff_and_wood,2016
735,Vegetables_foodstuff_and_wood,2015
735,Vegetables_foodstuff_and_wood,2014
735,Vegetables_foodstuff_and_wood,2013
735,Vegetables_foodstuff_and_wood,2006
735,Vegetables_foodstuff_and_wood,2005
735,Vegetables_foodstuff_and_wood,2004
735,Vegetables_foodstuff_and_wood,2000
735,Vegetables_foodstuff_and_wood,1999
735,Vegetables_foodstuff_and_wood,1998
735,Vegetables_foodstuff_and_wood,1997
735,Vegetables_foodstuff_and_wood,1996
735,Vegetables_foodstuff_and_wood,1995
745,Vegetables_foodstuff_and_wood,2004
745,Vegetables_foodstuff_and_wood,2000
745,Vegetables_foodstuff_and_wood,1996
745,Vegetables_foodstuff_and_wood,1995
747,Vegetables_foodstuff_and_wood,1998
749,Vegetables_foodstuff_and_wood,2016
749,Vegetables_foodstuff_and_wood,2015
749,Vegetables_foodstuff_and_wood,2014
749,Vegetables_foodstuff_and_wood,2013
749,Vegetables_foodstuff_and_wood,2012
749,Vegetables_foodstuff_and_wood,2011
749,Vegetables_foodstuff_and_wood,2010
749,Vegetables_foodstuff_and_wood,2009
749,Vegetables_foodstuff_and_wood,2008
749,Vegetables_foodstuff_and_wood,2007
749,Vegetables_foodstuff_and_wood,2006
749,Vegetables_foodstuff_and_wood,2005
749,Vegetables_foodstuff_and_wood,2004
749,Vegetables_foodstuff_and_wood,2003
749,Vegetables_foodstuff_and_wood,2002
749,Vegetables_foodstuff_and_wood,2001
749,Vegetables_foodstuff_and_wood,2000
749,Vegetables_foodstuff_and_wood,1999
749,Vegetables_foodstuff_and_wood,1998
749,Vegetables_foodstuff_and_wood,1997
749,Vegetables_foodstuff_and_wood,1996
749,Vegetables_foodstuff_and_wood,1995
751,Vegetables_foodstuff_and_wood,2011
751,Vegetables_foodstuff_and_wood,2005
751,Vegetables_foodstuff_and_wood,2004
751,Vegetables_foodstuff_and_wood,1999
751,Vegetables_foodstuff_and_wood,1998
751,Vegetables_foodstuff_and_wood,1996
751,Vegetables_foodstuff_and_wood,1995
755,Vegetables_foodstuff_and_wood,2016
755,Vegetables_foodstuff_and_wood,2015
755,Vegetables_foodstuff_and_wood,2014
755,Vegetables_foodstuff_and_wood,2013
755,Vegetables_foodstuff_and_wood,2012
755,Vegetables_foodstuff_and_wood,2011
755,Vegetables_foodstuff_and_wood,2010
755,Vegetables_foodstuff_and_wood,2009
755,Vegetables_foodstuff_and_wood,2008
755,Vegetables_foodstuff_and_wood,2007
755,Vegetables_foodstuff_and_wood,2006
755,Vegetables_foodstuff_and_wood,2005
755,Vegetables_foodstuff_and_wood,2004
755,Vegetables_foodstuff_and_wood,2003
755,Vegetables_foodstuff_and_wood,2002
755,Vegetables_foodstuff_and_wood,2001
755,Vegetables_foodstuff_and_wood,2000
755,Vegetables_foodstuff_and_wood,1999
755,Vegetables_foodstuff_and_wood,1998
755,Vegetables_foodstuff_and_wood,1997
755,Vegetables_foodstuff_and_wood,1996
755,Vegetables_foodstuff_and_wood,1995
759,Vegetables_foodstuff_and_wood,2016
759,Vegetables_foodstuff_and_wood,2007
759,Vegetables_foodstuff_and_wood,2006
759,Vegetables_foodstuff_and_wood,2005
759,Vegetables_foodstuff_and_wood,2004
759,Vegetables_foodstuff_and_wood,1999
763,Vegetables_foodstuff_and_wood,2016
763,Vegetables_foodstuff_and_wood,2015
763,Vegetables_foodstuff_and_wood,2014
763,Vegetables_foodstuff_and_wood,2013
763,Vegetables_foodstuff_and_wood,2012
763,Vegetables_foodstuff_and_wood,2011
763,Vegetables_foodstuff_and_wood,2009
763,Vegetables_foodstuff_and_wood,2008
763,Vegetables_foodstuff_and_wood,2007
763,Vegetables_foodstuff_and_wood,2006
763,Vegetables_foodstuff_and_wood,2005
763,Vegetables_foodstuff_and_wood,2004
763,Vegetables_foodstuff_and_wood,2003
763,Vegetables_foodstuff_and_wood,1999
764,Vegetables_foodstuff_and_wood,2016
764,Vegetables_foodstuff_and_wood,2015
764,Vegetables_foodstuff_and_wood,2014
764,Vegetables_foodstuff_and_wood,2013
764,Vegetables_foodstuff_and_wood,2012
764,Vegetables_foodstuff_and_wood,2011
764,Vegetables_foodstuff_and_wood,2010
764,Vegetables_foodstuff_and_wood,2009
764,Vegetables_foodstuff_and_wood,2008
764,Vegetables_foodstuff_and_wood,2007
764,Vegetables_foodstuff_and_wood,2006
764,Vegetables_foodstuff_and_wood,2005
764,Vegetables_foodstuff_and_wood,2004
764,Vegetables_foodstuff_and_wood,2003
764,Vegetables_foodstuff_and_wood,2002
764,Vegetables_foodstuff_and_wood,2001
764,Vegetables_foodstuff_and_wood,2000
764,Vegetables_foodstuff_and_wood,1999
764,Vegetables_foodstuff_and_wood,1998
764,Vegetables_foodstuff_and_wood,1997
764,Vegetables_foodstuff_and_wood,1996
764,Vegetables_foodstuff_and_wood,1995
767,Vegetables_foodstuff_and_wood,2016
767,Vegetables_foodstuff_and_wood,2015
767,Vegetables_foodstuff_and_wood,2014
767,Vegetables_foodstuff_and_wood,2013
767,Vegetables_foodstuff_and_wood,2012
767,Vegetables_foodstuff_and_wood,2011
767,Vegetables_foodstuff_and_wood,2010
767,Vegetables_foodstuff_and_wood,2009
767,Vegetables_foodstuff_and_wood,2008
767,Vegetables_foodstuff_and_wood,2007
767,Vegetables_foodstuff_and_wood,2006
767,Vegetables_foodstuff_and_wood,2005
767,Vegetables_foodstuff_and_wood,2004
767,Vegetables_foodstuff_and_wood,2003
767,Vegetables_foodstuff_and_wood,2002
767,Vegetables_foodstuff_and_wood,2001
767,Vegetables_foodstuff_and_wood,2000
767,Vegetables_foodstuff_and_wood,1999
767,Vegetables_foodstuff_and_wood,1998
767,Vegetables_foodstuff_and_wood,1997
767,Vegetables_foodstuff_and_wood,1996
767,Vegetables_foodstuff_and_wood,1995
768,Vegetables_foodstuff_and_wood,2008
768,Vegetables_foodstuff_and_wood,2000
769,Vegetables_foodstuff_and_wood,2016
769,Vegetables_foodstuff_and_wood,2015
769,Vegetables_foodstuff_and_wood,2014
769,Vegetables_foodstuff_and_wood,2013
769,Vegetables_foodstuff_and_wood,2012
769,Vegetables_foodstuff_and_wood,2011
769,Vegetables_foodstuff_and_wood,2010
769,Vegetables_foodstuff_and_wood,2009
769,Vegetables_foodstuff_and_wood,2008
769,Vegetables_foodstuff_and_wood,2007
769,Vegetables_foodstuff_and_wood,2006
769,Vegetables_foodstuff_and_wood,2005
769,Vegetables_foodstuff_and_wood,2004
769,Vegetables_foodstuff_and_wood,2003
769,Vegetables_foodstuff_and_wood,2002
769,Vegetables_foodstuff_and_wood,2001
769,Vegetables_foodstuff_and_wood,2000
769,Vegetables_foodstuff_and_wood,1999
769,Vegetables_foodstuff_and_wood,1998
769,Vegetables_foodstuff_and_wood,1997
769,Vegetables_foodstuff_and_wood,1996
769,Vegetables_foodstuff_and_wood,1995
770,Vegetables_foodstuff_and_wood,2013
770,Vegetables_foodstuff_and_wood,2012
770,Vegetables_foodstuff_and_wood,2011
770,Vegetables_foodstuff_and_wood,2010
770,Vegetables_foodstuff_and_wood,2009
770,Vegetables_foodstuff_and_wood,2008
770,Vegetables_foodstuff_and_wood,2007
770,Vegetables_foodstuff_and_wood,2006
770,Vegetables_foodstuff_and_wood,2005
770,Vegetables_foodstuff_and_wood,2004
770,Vegetables_foodstuff_and_wood,2003
